ProductID,SubcategoryID,Product Name,Product Description,PriceEach,Cost,SKU,Active
593,67,EcosPro Floor Cleaner Concentrate,"Ecos Pro  Lemon Sage Floor Cleaner, Concentrate",5.26,3.08,4077,Yes
594,67,"EcosPro Lavender Glass Cleaner, Concentrate","OOS Ecos Pro Lavender Glass Cleaner, Concentrate",4.07,2.24,4078,No
595,52,WHLS- CASE Soy Milk Westsoy- (8) 64oz - Unsweet.,Case of Westsoy- 64oz - Unsweet. shelf stable 8/64oz,46.4,39.44,W50225,Yes
596,52,WHLS- CASE Soy Milk Silk - (6) 64oz - Unsweet.,"Silk Soy Milk, 64 oz origional, refrigerated 6 pack of 64oz",28.3,24.06,W50226,Yes
597,52,WHLS- Egg Powder - Follow Your Heart 8/4oz packs,WHLS- Egg Powder - Follow Your Heart 8/4oz packs,56.09,47.68,W50227,Yes
598,61,Broccoli  24 oz jar,"Broccoli  24 oz jar, prepped organic broccoli",2.11,0,6076,No
599,21,To Go Ware Utensil Set,To Go Ware utelsil set,11.79,7.5,1026,Yes
600,36,Tulsi Ginger Rose,Tulsi Ginger Rose,36.92,24,6077,No
601,60,Polka Bean Sampler Veggie Burger Pack,Polka Bean Sampler Veggie Burger Pack,3,1.8,5334,No
602,52,WHLS- Soy Milk Westsoy- 64oz - Unsweet.,Single: Westsoy- 64oz - Unsweet. shelf stable,5.8,4.93,W50228,Yes
603,52,WHLS- Soy Milk Silk - 64oz - Unsweet.,"Silk Soy Milk, Single 64 oz original, refrigerated",4.72,4.01,W50229,Yes
604,12,Maple Syrup in a Mini Jug,,6.99,0,5335,No
605,29,Dried Goji Berries ORG,Organic Unsweetened Dried Goji Berries,19.17,11.5,5336,Yes
606,62,Produce Example Product,,0,0,9001,No
607,59,Dessert Hummus - PINT Any Flavor,Dessert Hummus- PINT XTRA LARGE hummus,9.5,6,6078,No
608,62,Beets ORG,,2.19,1.9,9002,No
609,62,Radish ORG per bunch,,2.74,1.74,9003,No
610,62,Herbs per bunch,,1.89,1.23,9004,No
611,62,Cucumbers,,3.08,2,9005,No
612,62,Green Beans ORG,,4,3,9006,No
613,60,"Hummus, Savory  8  oz, Polka Bean","Savory Hummus 8 oz, Polka Bean",6,3.6,5337,No
614,60,Marinated Beans  8 oz Polka Bean,Polka Bean Kickin' Beans 1pint LOCAL,5,3,5338,No
615,36,Greenthread Herbs Tea Blends (any variety),Tulsi Ginger Rose,36.92,24,5339,No
616,17,WHLS- Poppy Seed 25lb Bag,25lb Bag of Poppy Seeds,122.21,103.88,W50230,Yes
617,68,"WHLS Lettuce, Artisan Romaine 24ct case",,54.69,46.49,9007,Yes
618,68,"WHLS Spinach, baby 4 LB case",,13.42,11.41,9008,Yes
619,68,"WHLS Tomato, select 20 LB case",,25.58,20.47,9009,Yes
620,45,Morning Fresh Half Gal Whole Milk,Half Gal Whole Milk Conventional,4.15,2.7,5340,No
621,45,Morning Qrt Chocolate Whl Milk,Qrt Chocolate Whl Milk Conventional,3.63,2.35,5341,No
622,9,Ceramic Tea Mug with Filter,bailey champagne dots ceramic tea mug with filter,9.79,3.99,1027,No
623,9,Glass Tea bottle with infuser,Blair glass tea bottle traveler mug by Pinky,18.79,8.77,1028,No
624,9,Black Matte Water Bottle Double Walled,25 oz,16.89,6.91,1029,No
625,9,Coffee Filter Cone,Sieve Reusable coffee filter by TRUE,13.79,5.99,1030,No
626,69,Soup-Off Ticket,,10,0,E1001,Yes
627,62,Apples Fuji ORG,,1.21,0.78,9010,No
628,62,Lemons ORG,,1.49,0.78,9011,No
629,62,Carrots ORG,,1.38,0.76,9012,Yes
630,62,Rainbow Chard LOCAL per bunch,,3.89,2.5,9016,No
631,62,Basil Fresh ORG,,28.8,15.1,9014,No
632,62,Snap Peas ORG,,7.2,4.85,9015,No
633,61,"Sweet Potato Noodles ORG, 32 oz Jar","Sweet Potato Noodles, 24 oz Jar",2.79,1,6079,No
634,62,"Onion, White",,0.9,0.48,9017,Yes
635,62,Garnet Yams ORG,,1.74,1.45,9018,Yes
636,62,"Onion, Yellow sweet, ORG",,1.69,1.32,9019,No
637,11,WHLS- Chocolate Chunks 45lb Box,chocolate chunks,191.98,163.18,W50231,Yes
638,3,Small Euro Sac cotton bag,"net sac colored, small handle",4.79,2.85,7009,No
639,62,Apples Gala ORG,Organic Gala Apples 77/88,0.89,0.5,9020,No
640,62,Mushrooms Crimini ORG,Organic Crimini Mushrooms,8.49,4.52,9021,No
641,62,Squash Zucchini ORG,,1.88,1.16,9022,No
642,1,8oz Bottle Clear w pump,"Soap bottle, 8oz blue boston round bottle, glass with black soap pump",2.89,1.85,7010,No
643,13,WHLS- Vital Wheat Gluten,50 lb,91.9,78.12,W50233,Yes
644,61,Chopped Peppers Pint,"Zucchini, 24oz Jar",2.49,1.86,6080,No
645,38,Peanuts Dry Roasted CONV,dry roasted peanuts,3.12,1.68,5342,No
646,43,Black Peppercorns,organic black peppercorns in jar,16.4,8.2,5343,Yes
647,20,Whole Wheat Rotini Pasta,,2.49,1.32,5344,No
648,20,Whole Wheat Spaghetti Pasta,"Gardentime pasta, Whole Wheat Spag.",5.24,3.45,5345,No
649,62,"Apples Pink Lady ORG, each",,0.9,0.5,9023,No
650,62,Black Berries LOCAL,,4,3,100000013014,No
651,61,"Zucchini Noodles ORG,  Pint","Zucchini, 24oz Jar",2.19,0.98,6082,No
652,62,Garlic ORG,White Garlic 180/210 count,0.69,0.45,9024,No
653,21,Ergo Spout,,19,13,1040,No
654,60,"Hummus, Savory  PINT, Polka Bean","Savory Hummus PINT, Polka Bean",6,3.6,6083,No
655,10,"Essential Oil, Himalayan Cedar .5 floz",,1.25,,2074,Yes
656,10,"Essential Oil, Lavender .5 floz",,3,,2075,Yes
657,10,"Essential Oil, Lemon .5 floz",,2,,2076,Yes
658,10,"Essential Oil, Lemongrass .5 floz",,1.75,,2077,Yes
659,10,"Essential Oil, Peppermint .5 floz",,3.5,,2078,Yes
660,10,"Essential Oil, Sweet Orange .5 floz",,1.25,,2079,Yes
661,10,"Essential Oil, Tea Tree .5 floz",,2.94,,2080,Yes
662,10,"Essential Oil, Wintergreen .5 floz",,3.25,,2081,Yes
663,52,WHLS- Daiya Shred Cheddar - Case of 3,Daiya Cheddar Shreds - FS Pack 3/5#,115.06,97.8,W50234,Yes
664,62,"Mango, Ataulfo ORG , each",,1.89,1.6,9025,No
665,61,"Chopped Veggies, 1 QRT",,4.09,2,9026,No
666,3,Stardust Juco Bag,Organic cotton tote with  decal,6.89,3.75,7011,Yes
667,46,Lilly's Rugelach - Vegan,Cacao and goji enegy chunks,0.46,0.28,5346,Yes
668,9,"Straw Tip, Silicone",Silicone Straw Tip,1.02,0.57,1041,No
669,42,Shikai Shampoo Everyday,Shikai natural everyday shampoo,7.5,4.13,2082,No
670,62,"Small Honey Mango , each",,0.68,0.33,9027,No
671,62,local flowers in glass per bunch,,10,6,9028,No
672,38,Chocolate & Sea Salt Almonds,"Almonds, Chocolate Sea Salt Turbinado",13.19,9.49,5347,Yes
673,1,8oz BOTTLE ONLY - Blue,8oz clear boston round bottle,2.22,1.22,7012,Yes
674,4,4oz mini mason,"narrow lid, 4 oz mason jar",2.84,1.56,7013,No
675,12,WHLS- Clover Honey ORG 60lb,,168.21,142.98,W50235,Yes
676,13,WHLS- Oat Flour 50lb Bag,Oat Flour 50lb Bag Wholesale,23.69,20.14,W50236,Yes
677,43,Taco Seasoning,Meatless Taco Seasoning,23.5,11.75,5348,No
678,44,Earth Science Lotion - Unscented,Body lotion Earth Science Unscented,7.37,4.42,2083,Yes
679,61,"Sweet Potato Noodles ORG, 16 oz","Sweet Potato Noodles, 24 oz Jar",2.19,1,6084,No
680,61,"Sweet Potato ORG, 1pt Jar",,1.89,1,6085,No
681,12,WHLS- Clover Honey ORG 40lb,40 lb bucket clover honey ORG,112.09,95.28,W50237,Yes
682,41,Dr Bronners Castile Soap - Tea Tree,"Dr Bronners tea tree, biodegrad.",7.52,5.06,2084,Yes
683,11,WHLS- White Chocolate Chips - 30lb - Callebaut,"white chocolate chips, callebaut",167.09,142.03,W50238,Yes
684,11,WHLS- Deglet Dates PItted,"pitted deglet dates, 15#",56.91,48.37,W50239,Yes
685,13,WHLS- Pastry Flour 50lb Bag,Pastry 50lb Bag Wholesale,22.2,18.87,WW50240,Yes
686,13,WHLS- Whole Wheat Flour 50lb Bag - CONV,"Whole Wheat Flour 50lb Bag Wholesale, Conv",23.85,20.27,W50241,No
687,39,WHLS- CASE Peanut Butter - No Salt 35#,No Salt Bulk Peanut Butter,71.26,60.57,W50242,Yes
688,62,"Mangos, LRG Conv.",9ct,2.89,1.8,9030,No
689,43,WHLS- Korintji Cinnamon ORG 5lb Bag,ORG Korintji Cinnamon 5lb Bag,26.72,22.71,W50243,Yes
690,62,"Cherry Tomatoes, LOCAL",,4.89,3,9032,No
691,38,WHLS- Almonds Torn & Glasser 25lb Bag,"Almonds Torn & Glasser 25lb Bag, Conventional",146.22,124.29,W50244,Yes
692,6,Biokleen Automatic Dish Gel,Biokleen Automatic Dish Gel,4.42,2.88,4079,No
693,24,WHLS-  Vegenaise 5 GAL,WHLS-  Veganaise ORIGIONAL  5 GAL,122.54,104.16,5349,Yes
694,61,"Kebab Mix, 24 oz",,3.19,2,6086,No
695,45,VOID Strauss Pint half and half ORG,,3.89,2.69,5350,No
696,45,Straus Half & Half ORG,Straus Half and Half ORG,3.99,2.69,5351,Yes
697,59,Dessert Hummus - 9oz LRG Any Flavor,Dessert Hummus- 9 oz,5.5,3.6,6087,No
698,62,Yellow Wax Beans ORG,,2.69,1.35,9033,No
699,20,Sea Shell Pasta ORG,Organic Shells,2.59,1.45,5352,Yes
700,62,"Cut Carrots, ORG",,3.3,0.83,9034,No
701,62,"Cut Cellery, ORG",,3.3,0.83,9036,No
702,62,Cut Watermelon,,2.55,0.83,9037,No
703,48,Witch Hazel,"Witch Hazel, 15% Benzoic Acid, Alcohol free",6.24,3.72,2087,Yes
704,62,Cut Veggie Mix,,4.25,1,9038,No
705,11,Vanilla Extract,"Natural Vanilla, The Vanilla House",32.5,16.25,5353,Yes
706,62,Cut Butternut Squash,,4.09,0.25,9039,No
707,62,Cut Green Pepper,,4.25,1,9040,No
708,11,WHLS- White Chocolate Chunks 30lb Box,white chocolate chunks,115.71,98.35,50245,Yes
709,62,Cut Organic Zucchini Noodles,,4.99,1.27,9041,No
710,34,Ana's Lotion Bars,,8.33,5,2088,Yes
711,60,Veggie Burger 8 oz  Polka Bean,Polka Bean Veggie Burger Pack,2.98,1.8,6088,No
712,14,Grapeseed Oil,Grapeseed Oil,6.13,3.68,2089,Yes
713,43,Coriander - Whole,CONV whole coriander seed,6.98,4.13,5354,Yes
714,62,Cut Pineapple,,3.99,0.83,9042,No
715,13,Vital Wheat Gluten,Vital Wheat Gluten 75%,2.68,1.56,5355,Yes
716,43,Cardamom Decorticated,Ground Frontier Cardamom,52.46,34.1,5356,No
717,62,Arugula LOCAL per bunch,,2.89,1.65,9043,No
718,62,"Spinach, Local From SLC Top Crops",,11,10,9044,No
719,24,Salsa del Diablo Special Reserve,,7.89,4.8,5357,Yes
720,24,Salsa del Diablo Cilantro Jalapeño Pesto,,10.49,7,5058,Yes
721,62,"Cut Sweet Potatos, ORG",,4.89,1.29,9045,No
722,53,"Bread Ciabatta, Herb, Frozen",,0.84,0.46,5360,No
723,30,x,,7.29,4.8,100000014516,No
724,12,Agave -Aunt Pattys Blue ORG 58.1 lb,Organic blue light agave - bucket,3.63,2.36,5361,No
725,33,"WHLS- Fine Sea Salt, 50lb Bag",Wholesale 50lb conventional,25.55,21.72,W50246,Yes
726,43,Chili Powder,,9.89,5.57,5362,Yes
727,24,Salsa del Diablo Cashew Dream,,10.49,7,5363,Yes
728,45,Straus Whipping Cream ORG,,5.29,4.51,5364,Yes
729,70,xxxx,,0,0,100000019658,No
730,70,Milk Honey Yogurt,,5.89,3.5,5366,Yes
731,62,Squash LOCAL,,1.6,1.44,9046,No
732,62,Pluot LOCAL,,2.19,1.43,9047,No
733,24,Cherry Preserves,Bonne Maman preserves MISORDER,3.99,3.89,6089,No
734,35,French Vanilla Granola,French Vanilla Granola,4.09,2.67,5367,Yes
735,43,Pumpkin Spice,,11.89,5.75,5368,Yes
736,10,"Essential Oil, Eucalyptus floz inventory unit",,4.09,2.05,2090,Yes
737,10,"Essential Oil, Eucalyptus 1floz",,4.09,2.05,2091,Yes
738,10,"Essential Oil, Eucalyptus 2floz",,8.18,4.1,2092,Yes
739,10,"Essential Oil, Eucalyptus 4floz",,16.36,8.2,2093,Yes
740,10,"Essential Oil, Eucalyptus .5floz",,2.04,1.05,2094,Yes
741,10,"Essential Oil, Eucalyptus Dropper",,0.75,0.5,2095,Yes
742,10,"Essential Oil, Eucalyptus Vial",,1,0.5,2096,Yes
743,10,"Essential Oil, Eucalyptus 6floz",,24.54,12.3,2097,Yes
744,43,Cumin Seed ORG,organic ground cumin seed,19,12.95,5369,Yes
745,42,Dry Shampoo,Hello!Bulk dry shampoo,13.6,7.58,2098,Yes
746,41,Aloe & Glycerin Bodywash & Shampoo,Hello!Bulk Aloe and Glycerine shampoo and bodywash in one,6.24,3.32,2099,Yes
747,48,Aloe Facial Cleanser,,10.08,5.39,2100,Yes
748,48,Rosehip & Hibiscus Facial Cream,,17.92,7.52,2101,Yes
749,48,Sea Mineral Facial Toner,,7.84,3.36,2102,Yes
750,42,Mango Deep Conditioner,,6.88,4,2103,Yes
751,43,Minced Dried Onion,Minced Dried Onion,9.79,4.57,5370,Yes
752,45,Eggs ORG,Eggs Brown Medium Organic 15dz,0.29,0.187,5371,Yes
753,33,Himalayan Pink Salt,Fine Himalayan Pink Salt,3.98,1.17,5372,Yes
754,62,Lemongrass Fresh,,20,12,5373,No
755,38,WHLS- Almonds Whole Org,WHLS- Almonds Whole Org,267.44,227.328,W50247,Yes
756,54,WHLS- Turkish Apricots,WHLS- Turkish Apricots Conventional,70.9,60.27,W50248,Yes
757,54,Banana Chips (Swt),Banana Chips Sweetened,3.85,2.31,5711,Yes
758,17,WHLS- Rst Salt Sunflower Seeds 25lb bag,Sunflower Seeds 25lb bag,43.53,37,W50250,Yes
759,17,WHLS- Farro Org 11lb,Organic Farro,20.07,17.064,W50251,No
760,17,WHLS- Wild Rice Blend,Lundberg Wild Rice Blend Org,78.95,66.6,W50252,Yes
761,17,WHLS- Sesame Seed White Hulled 25lb Bag,25lb Bag of White Sesame Seeds,52.49,44.62,W50253,Yes
762,17,WHLS- Pumpkin Seed Raw Org Hulled,55lb bag pumpkin seeds,179.5,152.58,W50254,Yes
763,38,WHLS- Walnut Pieces Baker Org,WHLS- Walnut Pieces Org 30#,130.31,110.76,W50255,Yes
764,13,WHLS- ORG Whole Wheat Flour 50lb Bag LOCAL,Whole Wheat Flour 50lb Bag Wholesale Org,35.57,30.24,W50256,Yes
765,62,Basil Fresh Plant,Snuck Farms,3.89,2,9048,No
766,17,WHLS- Black Lentil Org,Organic Black Lentil,81.63,69.39,W50257,Yes
767,68,WHLS Horseradish Org,,78.82,67,W50258,Yes
768,62,"Apples, Granny Smith Org EA",,0.98,0.63,9060,No
769,3,EuroSac Cotton Bag,"net sac colored, shoulder handle",5.29,3.1,7014,Yes
770,17,WHLS- Golden Flax ORG 25lb,25lb Bag of ORG Golden Flax Seeds,45.1,38.32,W50259,Yes
771,13,WHLS- Guistos Whole Wheat Flour 50lb High Gluten,WHLS- Guistos Whole Wheat Flour High Gluten 50lb,49.5,42,W50260,Yes
772,18,Lentils Red CONV,"Conventional red lentils, Torn & Glasser",1.74,1.13,5374,No
773,11,Milk Chocolate Chips,Milk chocolate chips conventional,5.01,3.01,5375,Yes
774,40,WHLS- Coconut Oil ORG  2/10lb,Aunt Patty's ORG coconut oil in 2/20lb blocks,83.55,71.02,W50261,Yes
775,54,WHLS- Thompson Raisin ORG,,82.67,70.27,W50262,Yes
776,8,WHLS- Braggs Apple Cider Vinegar GALLON,,17.9,15.22,W50263,Yes
777,17,Oats - Quick Rolled Oats ORG,Organic grain miller quick rolled oats,1.53,0.95,5376,No
778,62,Broccoli Greens (bunch),,2.3,1.5,100000019665,No
779,35,Pumpkin Flax Granola ORG,Natures Path Flax Pumpkin Org Granola,6.04,3.62,5377,Yes
780,15,Toilet Paper per roll - Green Forest,100% recycled toilet Green Forest,0.72,0.4655,1042,No
781,45,Straus Egg Nog Quart ORG,,9.79,6.36,5378,No
782,15,Bamboo toothbrush (child),bamboo toothbrush,4.75,2.55,100000015735,No
783,9,Collapsible Straw,,6.39,2.93,100000019672,Yes
784,4,Make Your Own Granola Kit,,11.89,5.09,100000019689,Yes
785,3,Kit Zero Waste Starter,"grain sac, straw, straw cleaner",5,0,1043,Yes
786,3,Kit Make your own Nut Milk,"nut milk bag, 32 oz jar and recipe",5.89,0,1044,Yes
787,3,Swag Bag - Small,,18.95,11.2,1047,Yes
788,3,Swag Bag - Large,,21.95,13.5,1045,Yes
789,3,Swag Bag - Long,,19.95,12.5,1046,Yes
790,53,"Bread Hoagie Roll, Frozen",,0.59,0.376,5379,No
791,3,"Brown Paper, holiday",,1.5,0.99,H2001,Yes
792,71,"HLD Planter, small",,8,6.64,H2002,No
793,71,"HLD Terrarium,  medium",,15,12.45,H2003,No
794,71,HLD Terrarium Large,,25,30.12,H2004,No
795,71,HLD olive and oak tea,,9,7.47,H3001,No
796,71,HLD olive and oak mouthwash,,5,4.15,H3004,No
797,71,HLD olive and oak bath blend,,9,7.47,H3002,No
798,71,HLD olive and oak tincture,,17,14.11,H3003,No
799,71,"HLD plant cutting, small",,7,5.81,H4001,No
800,71,"HLD plant, medium",,12,9.96,H4002,No
801,71,HLD Necklace,,25,30.12,H4003,No
802,71,HLD Bead bracelet,,10,8.3,H4004,No
803,71,HLD woven bracelet,,7,5.81,H4005,No
804,71,HLD bow,,5,4.15,H4006,No
805,71,HLD honey jar,,5,4.15,H4007,No
806,71,HLD zero waste accessory,,12,9.96,H5001,No
807,71,HLD zero waste cloth sets,,22,18.26,H5002,No
808,71,HLD zero waste to go,,15,12.45,H5003,No
809,71,HLD unpaper towel with holder,,45,37.35,H5004,No
810,71,HLD thrifted jars,,5,4.15,H5005,No
811,71,HLD Apparel 1,,30,30,H1001,No
812,71,HLD Apparel 2,,20,20,H1002,No
813,71,HLD Apparel 3,,25,25,H1003,No
814,71,HLD Apparel 4,,28,28,H1004,No
815,71,HLD Apparel 5,,40,40,H1005,No
816,7,Charlie's Soap Laundry Liquid,,5.25,3.41,4080,No
817,6,Biokleen Automatic Dish Powder,,4.56,2.97,4081,No
818,34,Unpaste Toothpaste BULK,,79.68,50,100000019696,Yes
819,41,Lavender Shampoo & Body Wash,,7.53,4.32,100000019702,Yes
820,41,Equalizer Creme Facial Cleanser,,11.24,5.62,2104,Yes
821,12,WHLS- Coconut Sugar - 55 lb bag,Aunt Patty's ORG coconut sugar 55 lb bag,142.9,121.47,W50264,Yes
822,11,Rolled Oats - GF,,2.25,1.46,5436,Yes
823,71,HLD Campfire Cider,,18,,HLD1010,No
824,41,Lavender Bodywash and Shampoo,Hello!Bulk shampoo and bodywash in one,7.2,4.32,2110,No
825,54,WHLS- Blueberries dried,,194.85,165.63,W50265,Yes
826,62,"Apples Gala, conventional",,0.79,0.4,9061,No
827,62,Mushrooms - White,Organic White Mushrooms,4.19,2.04,9062,Yes
828,43,"Mustard Seed, yellow, ORG",organic yellow mustard seed,8.4,5,5381,No
829,21,To Go Ware KIDS Utensil Set,To Go Ware utelsil set,9.89,5.5,1050,Yes
830,42,Giovanni Shampoo - Tea Tree Triple Treat,Giovanni BULK tea tree shampoo,9.68,5.81,2111,Yes
831,42,Giovanni Conditioner - Tea Tree Triple Treat,Giovanni BULK tea tree shampoo,9.68,5.81,2112,Yes
832,11,Semi Sweet Chocolate Chips,,4.78,2.69,5382,Yes
833,13,"Cornmeal, ORG yellow medium grind",,1.17,0.74,5383,Yes
834,17,Farro ORG,,4.1,2.34,5384,Yes
835,17,Wild Rice Blend,Lundberg Wild Rice Blend,4.78,2.87,5385,Yes
836,7,Meliora Laundry Powder CONTAINER,,16.89,10,4082,Yes
837,7,Meliora BULK laundry soap,,7.85,4.32,4083,No
838,67,Meliora Scrub CONTAINER,,8.89,4.5,4084,Yes
839,67,Melioria Scrub BULK,,10.4,5.72,4085,Yes
840,67,Melioria all-purpose Flakes  BULK,,20.64,11.35,4086,No
841,67,EcosPro Glass Cleaner Concentrate,"OOS Ecos Pro Lavender Glass Cleaner, Concentrate",4.07,2.24,4087,Yes
842,65,Coffee - Hugo Coffee,,13.89,8,5387,Yes
843,14,Aloe Gel,,10.23,5.62,2114,Yes
844,62,"Yams, US, conventional",,1.49,0.97,9063,No
845,34,OLIO hand poured candle,,9.23,6,1052,No
846,60,Bean Bites - Any Flavor,Polka Bean Bites,5.89,3.6,5389,No
847,21,Veggie Scrub Brush,,7.89,4,1054,No
848,21,"Silicone Bag, Small",,8.5,5,1064,No
849,21,"Silicone Bag, Large",,11.5,6.5,1065,No
850,21,Cleaning Brush,,6.89,3.65,1066,No
851,18,Kidney Beans ORG,"Organic black turtle beans, triple washed",4.29,1.79,5390,No
852,18,Green Split Peas,,1.78,1.06,5391,Yes
853,13,All-purpose Flour,,0.45,0.24,5392,No
854,13,"Coconut Flour, ORG",,3.89,2.15,5393,Yes
855,46,Corn Chips Salsa Del Diablo,,3.99,3.41,5394,No
856,62,"Red Potatoes, conventional",,0.58,0.36,9064,No
857,46,Lillys Raspberry Hamantashen,Cacao and goji enegy chunks,10.99,7.37,5395,No
858,11,Cream of Tartar,Arrowroot Powder,5.66,3.4,5396,No
859,38,"Peanut Butter, 35 lb bucket",,93.18,60.46,5399,No
860,62,"Avocados, Hass ORG",14/18 count,1.59,1.13,5401,No
861,41,Hand Sanitizer Gel,64% Alcohol,15.2,9.85,2117,Yes
862,41,Sapadilla Hand Soap,,6.08,3.54,2118,Yes
863,29,Deglet Dates,Fancy Medjool dates,4.98,3.29,5404,No
864,11,Yeast Instant,Active Dry Yeast,5.29,2.67,5405,No
865,62,Squash Yellow Conventional,,0.79,0.4,5406,No
866,62,"Peach, Small ORG",,0.89,0.6,9065,No
867,62,Red Potato ORG,,1.29,1.11,9067,Yes
868,62,"Onion, Sweet  Yellow, ORG",,1.89,1.15,9069,Yes
869,51,Olio Shave Bar,,27,17,2120,Yes
870,17,Roasted & Salted Pumpkin Seeds,"Raw pepitas (pumpkin seeds),",5.49,3.7,5407,Yes
871,46,"Sesame Sticks, whole wheat, salted",,7.49,4.74,5408,Yes
872,62,"Lettuce, Gem LOCAL",,1.75,1,9071,No
873,15,Body Brush Wet/Dry,,10.89,5.5,1062,Yes
874,21,Scrubber,Hand held scrubber for cleaning dishes,6.29,3.25,1056,Yes
875,41,Shikai Shower Gel - Coconut,,8.15,4.88,2121,Yes
876,62,"Tomatoes,  ORG",,2.67,2.03,9072,No
877,62,Strawberry Box ORG,,5.89,3.65,9073,No
878,21,Pot Brush,pot cleaning brush with handle and replacement head,6.29,3.5,1069,Yes
879,21,Pot Brush Replacement Head,"replacement head single, for pot brush",2.99,1.75,1070,Yes
880,21,Bottle Brush,,6.29,3.25,1071,Yes
881,34,Floss VEGAN Dental Lace,Dental Lace floss with glass jar,7.87,4.49,1072,No
882,46,"Pretzels, Peanut Butter",Torn and Glasser PB Pretzels,5.26,3.41,5409,No
883,62,"Grapefruit, LRG",,1.98,1.49,9074,Yes
884,45,Eggs Brown LRG Oakdell EACH,Eggs,0.29,0.187,5410,No
885,62,"Turnup Bunch, LOCAL",,3,2,9077,No
886,72,Arepa TRADITIONAL,,2,1.5,5412,No
887,72,Arepa VEGAN,,2.39,2.1,100000019719,No
888,15,Cotton Swabs,,3.59,2,1063,Yes
889,73,"Fromage Blanc, Vegan Cheese by Seasons",,9.99,6.49,5413,Yes
890,73,"Nacho, Vegan Cheese by Season's",,8.98,5.84,5414,No
891,73,"Fondue, Vegan Cheese by Season's",,8.98,5.84,5415,No
892,41,"Hand Sanitizer Liquid, Bac-D",,5.89,3.5,2122,Yes
893,44,EO Lotion - French Lavender,,9.37,5.65,2123,Yes
894,17,Oats - Quick OatsGF,Organic grain miller quick rolled oats GF,2.7,1.76,5418,No
895,21,Cleaning Scrub Brush,,6.89,3.65,1073,No
896,21,"veggie scrub brush, circle",,6.89,4,1074,No
897,17,Millet - ORG,,1.81,1.18,5419,No
898,62,Black Plum ORG,,2.35,1.41,9078,No
899,62,"Corn, Sweet, on the cob, LOCAL",,0.99,0.66,9079,No
900,62,"Lemon, ORG",,1.69,1.03,9080,No
901,62,Yukon Gold CONV,,0.99,0.63,9081,No
902,4,12oz quilted REG mouth clear mason jar,,1.69,0.89,7015,No
903,43,Fennel Seed,,9.67,4.95,5420,No
904,1,16oz Pump Bottle - Amber,16oz Amber / brown bottle with pump,3.09,1.79,7016,Yes
905,1,4oz Pump Bottle - Blue,"Soap bottle, 4oz blue boston round bottle, glass with black soap pump",2.79,1.42,7017,Yes
906,62,Summer Crisp Lettuce,Butterhead Lettuce,2.45,1.65,9082,No
907,28,"Wool Dryer Balls, 6 Pack","Wool dryer balls, 100% felted wool, Eco Nuts brand",19.38,12.6,1075,Yes
908,57,Red Wine Vinegar BOTTLED - Napa Valley Naturals,Bonne Maman preserves MISORDER,5.73,3.73,5421,Yes
909,57,Vegan Ranch - Follow Your Heart,,4.78,3.18,5423,Yes
910,57,Pesto - Delallo,,6.98,5.04,5424,Yes
911,57,Creamed Coconut - Glory Bee,,9.56,6.22,5425,No
912,57,Peanut Butter - MaraNatha ORG,,7.98,5.69,5426,Yes
913,57,Peanut Butter - MaraNatha,,6.39,4.04,5427,No
914,57,Italian Dressing - Primal Kitchen,,7.89,5.36,5428,No
915,62,"Acorn Squash, ORG",,1.49,1.05,9083,No
916,62,Acorn Squash,,1.09,0.83,9100,Yes
917,3,Small Stardust Juco Bag,Organic cotton tote with  decal,5.79,3.25,1076,No
918,57,Sesame Dressing - Primal Kitchen,,7.89,5.36,5430,No
919,57,Mayo - Spectrum,,5.98,4.09,5431,Yes
920,8,White Vinegar - 5% acidity,Fleishmans white distilled vinegar,0.56,0.36,5432,Yes
921,8,Apple Cider Vinegar ORG,Fleishmans ORG Raw Apple Cider vinegar with the Mother,1.2,0.54,5433,Yes
922,62,"onions, green EA bundle",,0.98,0.56,9101,No
923,57,Vegan Mayo - Vegenaise,,5.98,3.27,5434,Yes
924,57,Rice Wine Vinegar - Kikkoman,MISORDER,2.19,1.68,5435,Yes
925,1,16oz Spray Bottle - Amber,16oz glass spray bottle,3.09,1.74,7018,Yes
926,62,Summer Crisp Lettuce,Butterhead Lettuce,1.5,1.65,9102,No
927,62,"Avocados, Hass Conventional",,1.39,0.79,9103,No
928,24,Salsa del Diablo Pumpkin & A Pepper,,10.49,7,5437,No
929,31,"cat food, CASE",case of 5.5 oz natural value cat food,25.47,16.56,5687,Yes
930,57,Tomato Paste - ORG,,1.19,0.78,5438,Yes
931,57,Crushed Tomato - Fire Roasted ORG,,3.09,2.01,5439,Yes
932,57,Tomato Sauce ORG,,1.9,1.24,5440,Yes
933,57,Pasta Sauce - Marinara ORG,,4.49,2.66,5441,Yes
934,57,Pasta Sauce - Portobello ORG,,4.49,2.66,5442,Yes
935,57,Pasta Sauce - Tomato Basil ORG,,4.49,2.66,5443,Yes
936,57,"Sesame Oil, Toasted, Spectrum Naturals",,10.29,7.94,5444,Yes
937,57,VOID,,2.26,1.47,5445,No
938,57,Green Olives,,2.96,1.47,5446,Yes
939,57,Coconut Milk - Lite ORG,,2.09,1.55,5447,Yes
940,57,Coconut Milk ORG,,2.39,1.55,5448,Yes
941,57,Refried Beans ORG,,1.96,1.25,5450,Yes
942,57,Stoneground Mustard ORG,,2.29,1.46,5451,Yes
